Method,is,rmse
PEARSON_CORR_MATRIX,sri lanka_11.6.2_1844,0.525899279
T_TEST_MATRIX,sri lanka_11.6.2_1844,0.615973241
GRANGER_CAUSALITY_MATRIX,sri lanka_11.6.2_1844,0.587602081
DTW_MATRIX,sri lanka_11.6.2_1844,0.62033648
sgd_cap,sri lanka_11.6.2_1844,0.661802151
DTW_MATRIX,sri lanka_11.6.2_2742,0.605131978
COEFFICIENTS_MATRIX,sri lanka_11.6.2_2742,0.485607067
R_SQUARE_MATRIX,sri lanka_11.6.2_2742,0.565226441
PEARSON_CORR_MATRIX,sri lanka_11.6.2_2742,0.664121313
T_TEST_MATRIX,sri lanka_11.6.2_2742,0.607690341
sgd_cap,sri lanka_11.6.2_2742,0.614550854
GRANGER_CAUSALITY_MATRIX,sri lanka_11.6.2_1845,0.547639913
DTW_MATRIX,sri lanka_11.6.2_1845,0.617419858
COEFFICIENTS_MATRIX,sri lanka_11.6.2_1845,0.558081179
R_SQUARE_MATRIX,sri lanka_11.6.2_1845,0.645536195
PEARSON_CORR_MATRIX,sri lanka_11.6.2_1845,0.680505531
sgd_cap,sri lanka_11.6.2_1845,0.59935868
T_TEST_MATRIX,sri lanka_11.5.1_3186,14.45118677
GRANGER_CAUSALITY_MATRIX,sri lanka_11.5.1_3186,14.48205459
DTW_MATRIX,sri lanka_11.5.1_3186,14.37051123
COEFFICIENTS_MATRIX,sri lanka_11.5.1_3186,14.48159488
R_SQUARE_MATRIX,sri lanka_11.5.1_3186,14.48353005
sgd_cap,sri lanka_11.5.1_3186,14.47256655
PEARSON_CORR_MATRIX,sri lanka_11.5.1_3389,7.455818319
T_TEST_MATRIX,sri lanka_11.5.1_3389,7.604106451
GRANGER_CAUSALITY_MATRIX,sri lanka_11.5.1_3389,7.449841157
DTW_MATRIX,sri lanka_11.5.1_3389,7.441517104
COEFFICIENTS_MATRIX,sri lanka_11.5.1_3389,7.441001879
sgd_cap,sri lanka_11.5.1_3389,7.644777405
R_SQUARE_MATRIX,sri lanka_11.5.1_3385,2.165086708
PEARSON_CORR_MATRIX,sri lanka_11.5.1_3385,2.178975766
T_TEST_MATRIX,sri lanka_11.5.1_3385,2.194307365
GRANGER_CAUSALITY_MATRIX,sri lanka_11.5.1_3385,2.330777132
DTW_MATRIX,sri lanka_11.5.1_3385,2.14916825
sgd_cap,sri lanka_11.5.1_3385,2.187563382
DTW_MATRIX,sri lanka_11.5.1_3187,1.787105862
COEFFICIENTS_MATRIX,sri lanka_11.5.1_3187,1.794098751
R_SQUARE_MATRIX,sri lanka_11.5.1_3187,1.806889694
PEARSON_CORR_MATRIX,sri lanka_11.5.1_3187,1.804720977
T_TEST_MATRIX,sri lanka_11.5.1_3187,1.863965887
sgd_cap,sri lanka_11.5.1_3187,1.855482332
GRANGER_CAUSALITY_MATRIX,sri lanka_11.5.1_3381,3.818981492
DTW_MATRIX,sri lanka_11.5.1_3381,3.810398111
COEFFICIENTS_MATRIX,sri lanka_11.5.1_3381,3.821401309
R_SQUARE_MATRIX,sri lanka_11.5.1_3381,3.772900269
PEARSON_CORR_MATRIX,sri lanka_11.5.1_3381,3.750451855
sgd_cap,sri lanka_11.5.1_3381,3.760176928
T_TEST_MATRIX,sri lanka_11.5.1_3384,3.746000918
GRANGER_CAUSALITY_MATRIX,sri lanka_11.5.1_3384,3.709339081
DTW_MATRIX,sri lanka_11.5.1_3384,3.752037589
COEFFICIENTS_MATRIX,sri lanka_11.5.1_3384,3.698662254
R_SQUARE_MATRIX,sri lanka_11.5.1_3384,3.69757887
sgd_cap,sri lanka_11.5.1_3384,3.765870397
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1864,1.146986592
T_TEST_MATRIX,sri lanka_12.2.2_1864,1.204206229
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1864,1.220136168
DTW_MATRIX,sri lanka_12.2.2_1864,1.142361654
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1864,1.175315654
sgd_cap,sri lanka_12.2.2_1864,1.104990416
R_SQUARE_MATRIX,sri lanka_12.2.2_1860,0.896862944
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1860,0.70635844
T_TEST_MATRIX,sri lanka_12.2.2_1860,0.831977099
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1860,0.765067586
DTW_MATRIX,sri lanka_12.2.2_1860,0.791279403
sgd_cap,sri lanka_12.2.2_1860,0.770609189
DTW_MATRIX,sri lanka_12.2.2_1859,0.705465455
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1859,0.836239177
R_SQUARE_MATRIX,sri lanka_12.2.2_1859,0.792396194
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1859,0.707656445
T_TEST_MATRIX,sri lanka_12.2.2_1859,0.673642241
sgd_cap,sri lanka_12.2.2_1859,0.768735449
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1872,0.392229752
DTW_MATRIX,sri lanka_12.2.2_1872,0.501478347
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1872,0.53949069
R_SQUARE_MATRIX,sri lanka_12.2.2_1872,0.776837908
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1872,0.524967569
sgd_cap,sri lanka_12.2.2_1872,0.558904999
T_TEST_MATRIX,sri lanka_12.2.2_1856,0.862433628
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1856,1.043889308
DTW_MATRIX,sri lanka_12.2.2_1856,0.881665636
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1856,0.998227138
R_SQUARE_MATRIX,sri lanka_12.2.2_1856,0.966910149
sgd_cap,sri lanka_12.2.2_1856,0.92734892
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1858,0.403576357
T_TEST_MATRIX,sri lanka_12.2.2_1858,0.357685311
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1858,0.379813005
DTW_MATRIX,sri lanka_12.2.2_1858,0.37646365
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1858,0.600203896
sgd_cap,sri lanka_12.2.2_1858,0.378398784
R_SQUARE_MATRIX,sri lanka_12.2.2_1857,0.514503169
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1857,0.552561801
T_TEST_MATRIX,sri lanka_12.2.2_1857,0.467804308
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1857,0.385024064
DTW_MATRIX,sri lanka_12.2.2_1857,0.502544244
sgd_cap,sri lanka_12.2.2_1857,0.412847394
DTW_MATRIX,sri lanka_12.2.2_1867,0.525774383
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1867,0.565917193
R_SQUARE_MATRIX,sri lanka_12.2.2_1867,0.483893763
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1867,0.571870998
T_TEST_MATRIX,sri lanka_12.2.2_1867,0.535889027
sgd_cap,sri lanka_12.2.2_1867,0.589665666
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1855,0.621977577
DTW_MATRIX,sri lanka_12.2.2_1855,0.59451068
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1855,0.458205409
R_SQUARE_MATRIX,sri lanka_12.2.2_1855,0.706772449
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1855,0.493703207
sgd_cap,sri lanka_12.2.2_1855,0.500186378
T_TEST_MATRIX,sri lanka_12.2.2_1862,0.654282446
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1862,0.685198365
DTW_MATRIX,sri lanka_12.2.2_1862,0.515386371
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1862,0.568180634
R_SQUARE_MATRIX,sri lanka_12.2.2_1862,0.652393801
sgd_cap,sri lanka_12.2.2_1862,0.607696418
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1869,0.471117217
T_TEST_MATRIX,sri lanka_12.2.2_1869,0.389181975
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1869,0.468846669
DTW_MATRIX,sri lanka_12.2.2_1869,0.474067233
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1869,0.480717247
sgd_cap,sri lanka_12.2.2_1869,0.426197031
R_SQUARE_MATRIX,sri lanka_12.2.2_2745,0.463278302
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2745,0.120945203
T_TEST_MATRIX,sri lanka_12.2.2_2745,0.464378274
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2745,0.560852741
DTW_MATRIX,sri lanka_12.2.2_2745,0.433137207
sgd_cap,sri lanka_12.2.2_2745,0.560083652
DTW_MATRIX,sri lanka_12.2.2_1866,0.511096613
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1866,0.495390147
R_SQUARE_MATRIX,sri lanka_12.2.2_1866,0.5857557
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1866,0.543336552
T_TEST_MATRIX,sri lanka_12.2.2_1866,0.552704114
sgd_cap,sri lanka_12.2.2_1866,0.588563226
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1863,0.723570483
DTW_MATRIX,sri lanka_12.2.2_1863,0.824859567
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1863,0.964667073
R_SQUARE_MATRIX,sri lanka_12.2.2_1863,0.90317877
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1863,0.86181242
sgd_cap,sri lanka_12.2.2_1863,0.952572843
T_TEST_MATRIX,sri lanka_12.2.2_1865,0.255362541
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1865,0.243282262
DTW_MATRIX,sri lanka_12.2.2_1865,0.244999329
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1865,0.250373244
R_SQUARE_MATRIX,sri lanka_12.2.2_1865,0.304850172
sgd_cap,sri lanka_12.2.2_1865,0.228907582
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1871,0.749852032
T_TEST_MATRIX,sri lanka_12.2.2_1871,0.768091103
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1871,0.895726539
DTW_MATRIX,sri lanka_12.2.2_1871,0.779220985
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1871,0.726563601
sgd_cap,sri lanka_12.2.2_1871,0.743142473
R_SQUARE_MATRIX,sri lanka_12.a.1_3194,0.441782711
PEARSON_CORR_MATRIX,sri lanka_12.a.1_3194,0.548534404
T_TEST_MATRIX,sri lanka_12.a.1_3194,0.60996988
GRANGER_CAUSALITY_MATRIX,sri lanka_12.a.1_3194,0.683844304
DTW_MATRIX,sri lanka_12.a.1_3194,0.504660335
sgd_cap,sri lanka_12.a.1_3194,0.769416014
DTW_MATRIX,sri lanka_12.2.2_1900,0.47848625
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1900,0.499803704
R_SQUARE_MATRIX,sri lanka_12.2.2_1900,0.440073249
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1900,0.503239702
T_TEST_MATRIX,sri lanka_12.2.2_1900,0.33173937
sgd_cap,sri lanka_12.2.2_1900,0.490152089
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1896,0.528095287
DTW_MATRIX,sri lanka_12.2.2_1896,0.642925252
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1896,0.547494693
R_SQUARE_MATRIX,sri lanka_12.2.2_1896,0.505761196
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1896,0.465666456
sgd_cap,sri lanka_12.2.2_1896,0.519153206
T_TEST_MATRIX,sri lanka_12.2.2_1895,0.486147966
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1895,0.342624086
DTW_MATRIX,sri lanka_12.2.2_1895,0.372543528
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1895,0.445990622
R_SQUARE_MATRIX,sri lanka_12.2.2_1895,0.43011061
sgd_cap,sri lanka_12.2.2_1895,0.475496683
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1908,0.410502879
T_TEST_MATRIX,sri lanka_12.2.2_1908,0.411430122
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1908,0.423013334
DTW_MATRIX,sri lanka_12.2.2_1908,0.350841407
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1908,0.374998471
sgd_cap,sri lanka_12.2.2_1908,0.395973002
R_SQUARE_MATRIX,sri lanka_12.2.2_1892,0.5609015
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1892,0.326350997
T_TEST_MATRIX,sri lanka_12.2.2_1892,0.596930089
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1892,0.707928383
DTW_MATRIX,sri lanka_12.2.2_1892,0.53807752
sgd_cap,sri lanka_12.2.2_1892,0.606317432
DTW_MATRIX,sri lanka_12.2.2_1894,0.578678176
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1894,0.380235496
R_SQUARE_MATRIX,sri lanka_12.2.2_1894,0.577701324
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1894,0.54042192
T_TEST_MATRIX,sri lanka_12.2.2_1894,0.441030148
sgd_cap,sri lanka_12.2.2_1894,0.495502791
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1893,0.732707387
DTW_MATRIX,sri lanka_12.2.2_1893,0.769047013
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1893,0.745512283
R_SQUARE_MATRIX,sri lanka_12.2.2_1893,1.011179299
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1893,0.906216489
sgd_cap,sri lanka_12.2.2_1893,0.746853424
T_TEST_MATRIX,sri lanka_12.2.2_1903,0.329021476
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1903,0.358104543
DTW_MATRIX,sri lanka_12.2.2_1903,0.369321296
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1903,0.382503665
R_SQUARE_MATRIX,sri lanka_12.2.2_1903,0.422253855
sgd_cap,sri lanka_12.2.2_1903,0.401699278
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1891,0.826761542
T_TEST_MATRIX,sri lanka_12.2.2_1891,0.502506937
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1891,0.47897342
DTW_MATRIX,sri lanka_12.2.2_1891,0.609467853
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1891,0.680985566
sgd_cap,sri lanka_12.2.2_1891,0.733895211
R_SQUARE_MATRIX,sri lanka_12.2.2_1898,0.326777483
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1898,0.509845527
T_TEST_MATRIX,sri lanka_12.2.2_1898,0.535046598
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1898,0.514462021
DTW_MATRIX,sri lanka_12.2.2_1898,0.489907739
sgd_cap,sri lanka_12.2.2_1898,0.477022236
DTW_MATRIX,sri lanka_12.2.2_1905,0.323924075
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1905,0.322843976
R_SQUARE_MATRIX,sri lanka_12.2.2_1905,0.253480906
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1905,0.157296218
T_TEST_MATRIX,sri lanka_12.2.2_1905,0.300534787
sgd_cap,sri lanka_12.2.2_1905,0.349337559
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2763,0.404876501
DTW_MATRIX,sri lanka_12.2.2_2763,0.35979288
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2763,0.359983369
R_SQUARE_MATRIX,sri lanka_12.2.2_2763,0.148963475
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2763,0.395277523
sgd_cap,sri lanka_12.2.2_2763,0.453833909
T_TEST_MATRIX,sri lanka_12.2.2_1902,0.189267294
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1902,0.291449982
DTW_MATRIX,sri lanka_12.2.2_1902,0.220216502
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1902,0.391650747
R_SQUARE_MATRIX,sri lanka_12.2.2_1902,0.399283017
sgd_cap,sri lanka_12.2.2_1902,0.118126087
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1899,0.538704736
T_TEST_MATRIX,sri lanka_12.2.2_1899,0.49121665
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1899,0.589574669
DTW_MATRIX,sri lanka_12.2.2_1899,0.41981123
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1899,0.375810291
sgd_cap,sri lanka_12.2.2_1899,0.541634456
R_SQUARE_MATRIX,sri lanka_12.2.2_1901,0.481657736
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1901,0.283992212
T_TEST_MATRIX,sri lanka_12.2.2_1901,0.482478452
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_1901,0.430483266
DTW_MATRIX,sri lanka_12.2.2_1901,0.388709225
sgd_cap,sri lanka_12.2.2_1901,0.241415454
DTW_MATRIX,sri lanka_12.2.2_1907,0.49854525
COEFFICIENTS_MATRIX,sri lanka_12.2.2_1907,0.547557069
R_SQUARE_MATRIX,sri lanka_12.2.2_1907,0.463822141
PEARSON_CORR_MATRIX,sri lanka_12.2.2_1907,0.471941489
T_TEST_MATRIX,sri lanka_12.2.2_1907,0.438644318
sgd_cap,sri lanka_12.2.2_1907,0.364666193
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2755,1.003864909
DTW_MATRIX,sri lanka_12.2.2_2755,0.999823998
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2755,0.99822339
R_SQUARE_MATRIX,sri lanka_12.2.2_2755,0.917997481
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2755,1.052664883
sgd_cap,sri lanka_12.2.2_2755,1.128774175
T_TEST_MATRIX,sri lanka_12.2.2_2749,0.915495633
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2749,0.751495892
DTW_MATRIX,sri lanka_12.2.2_2749,0.823061126
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2749,0.792847934
R_SQUARE_MATRIX,sri lanka_12.2.2_2749,0.852415879
sgd_cap,sri lanka_12.2.2_2749,0.903389871
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2759,1.073748179
T_TEST_MATRIX,sri lanka_12.2.2_2759,1.216075805
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2759,1.185419634
DTW_MATRIX,sri lanka_12.2.2_2759,1.169998597
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2759,1.247362006
sgd_cap,sri lanka_12.2.2_2759,1.122542745
R_SQUARE_MATRIX,sri lanka_12.2.2_2761,0.265336145
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2761,0.288794726
T_TEST_MATRIX,sri lanka_12.2.2_2761,0.408241682
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2761,0.368962189
DTW_MATRIX,sri lanka_12.2.2_2761,0.269011947
sgd_cap,sri lanka_12.2.2_2761,0.297788084
DTW_MATRIX,sri lanka_12.2.2_2753,0.814890854
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2753,0.869140405
R_SQUARE_MATRIX,sri lanka_12.2.2_2753,0.956779987
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2753,0.872578825
T_TEST_MATRIX,sri lanka_12.2.2_2753,0.389661507
sgd_cap,sri lanka_12.2.2_2753,0.713475462
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2758,0.612653484
DTW_MATRIX,sri lanka_12.2.2_2758,0.553842587
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2758,0.543088697
R_SQUARE_MATRIX,sri lanka_12.2.2_2758,0.530521766
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2758,0.537915888
sgd_cap,sri lanka_12.2.2_2758,0.716303848
T_TEST_MATRIX,sri lanka_12.2.2_2760,0.44862497
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2760,0.646260857
DTW_MATRIX,sri lanka_12.2.2_2760,0.599276869
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2760,0.503449051
R_SQUARE_MATRIX,sri lanka_12.2.2_2760,0.594708886
sgd_cap,sri lanka_12.2.2_2760,0.656907754
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2746,0.181543546
T_TEST_MATRIX,sri lanka_12.2.2_2746,0.176179181
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2746,0.205727777
DTW_MATRIX,sri lanka_12.2.2_2746,0.130209013
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2746,0.180484668
sgd_cap,sri lanka_12.2.2_2746,0.330833872
R_SQUARE_MATRIX,sri lanka_12.2.2_2747,0.555988384
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2747,0.639658976
T_TEST_MATRIX,sri lanka_12.2.2_2747,0.399365384
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2747,0.690549014
DTW_MATRIX,sri lanka_12.2.2_2747,0.654233104
sgd_cap,sri lanka_12.2.2_2747,0.620474156
DTW_MATRIX,sri lanka_12.2.2_2754,0.412737673
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2754,0.379511233
R_SQUARE_MATRIX,sri lanka_12.2.2_2754,0.442377745
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2754,0.258906181
T_TEST_MATRIX,sri lanka_12.2.2_2754,0.645455915
sgd_cap,sri lanka_12.2.2_2754,0.489299815
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2762,0.432686571
DTW_MATRIX,sri lanka_12.2.2_2762,0.437243116
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2762,0.313425531
R_SQUARE_MATRIX,sri lanka_12.2.2_2762,0.241128576
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2762,0.46700955
sgd_cap,sri lanka_12.2.2_2762,0.37073567
T_TEST_MATRIX,sri lanka_12.2.2_2756,1.27165869
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2756,1.270965415
DTW_MATRIX,sri lanka_12.2.2_2756,1.308738368
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2756,1.278995327
R_SQUARE_MATRIX,sri lanka_12.2.2_2756,1.440600722
sgd_cap,sri lanka_12.2.2_2756,1.219861902
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2751,0.273097458
T_TEST_MATRIX,sri lanka_12.2.2_2751,0.17090425
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2751,0.119458585
DTW_MATRIX,sri lanka_12.2.2_2751,0.139187675
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2751,0.236716004
sgd_cap,sri lanka_12.2.2_2751,0.159946244
R_SQUARE_MATRIX,sri lanka_12.2.2_2750,0.373512485
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2750,0.361565517
T_TEST_MATRIX,sri lanka_12.2.2_2750,0.361310357
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2750,0.410759655
DTW_MATRIX,sri lanka_12.2.2_2750,0.374454627
sgd_cap,sri lanka_12.2.2_2750,0.345648034
DTW_MATRIX,sri lanka_12.2.2_2752,0.693399608
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2752,0.620834331
R_SQUARE_MATRIX,sri lanka_12.2.2_2752,0.708960421
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2752,0.639437657
T_TEST_MATRIX,sri lanka_12.2.2_2752,0.575449094
sgd_cap,sri lanka_12.2.2_2752,0.699001989
GRANGER_CAUSALITY_MATRIX,sri lanka_12.2.2_2757,0.854226621
DTW_MATRIX,sri lanka_12.2.2_2757,0.923542989
COEFFICIENTS_MATRIX,sri lanka_12.2.2_2757,0.971442902
R_SQUARE_MATRIX,sri lanka_12.2.2_2757,0.830832724
PEARSON_CORR_MATRIX,sri lanka_12.2.2_2757,0.836140952
sgd_cap,sri lanka_12.2.2_2757,0.846253312
T_TEST_MATRIX,sri lanka_13.1.1_3199,6.716655668
GRANGER_CAUSALITY_MATRIX,sri lanka_13.1.1_3199,6.737936867
DTW_MATRIX,sri lanka_13.1.1_3199,6.595419515
COEFFICIENTS_MATRIX,sri lanka_13.1.1_3199,6.690263643
R_SQUARE_MATRIX,sri lanka_13.1.1_3199,6.73959235
sgd_cap,sri lanka_13.1.1_3199,6.772699792
PEARSON_CORR_MATRIX,sri lanka_13.1.1_3397,3.637188733
T_TEST_MATRIX,sri lanka_13.1.1_3397,3.572828883
GRANGER_CAUSALITY_MATRIX,sri lanka_13.1.1_3397,3.667610399
DTW_MATRIX,sri lanka_13.1.1_3397,3.580525201
COEFFICIENTS_MATRIX,sri lanka_13.1.1_3397,3.585367929
sgd_cap,sri lanka_13.1.1_3397,3.62023372
R_SQUARE_MATRIX,sri lanka_13.1.1_3197,14.43224586
PEARSON_CORR_MATRIX,sri lanka_13.1.1_3197,14.42098043
T_TEST_MATRIX,sri lanka_13.1.1_3197,14.44892565
GRANGER_CAUSALITY_MATRIX,sri lanka_13.1.1_3197,14.4259762
DTW_MATRIX,sri lanka_13.1.1_3197,14.385839
sgd_cap,sri lanka_13.1.1_3197,14.49647961
DTW_MATRIX,sri lanka_13.1.1_3402,7.636925087
COEFFICIENTS_MATRIX,sri lanka_13.1.1_3402,7.643782725
R_SQUARE_MATRIX,sri lanka_13.1.1_3402,7.730439311
PEARSON_CORR_MATRIX,sri lanka_13.1.1_3402,7.270194385
T_TEST_MATRIX,sri lanka_13.1.1_3402,7.557431703
sgd_cap,sri lanka_13.1.1_3402,7.601175645
GRANGER_CAUSALITY_MATRIX,sri lanka_13.1.1_3400,2.047189166
DTW_MATRIX,sri lanka_13.1.1_3400,2.234552698
COEFFICIENTS_MATRIX,sri lanka_13.1.1_3400,2.164298931
R_SQUARE_MATRIX,sri lanka_13.1.1_3400,2.207959147
PEARSON_CORR_MATRIX,sri lanka_13.1.1_3400,2.171685988
sgd_cap,sri lanka_13.1.1_3400,2.289728635
T_TEST_MATRIX,sri lanka_13.1.1_3198,1.790112664
GRANGER_CAUSALITY_MATRIX,sri lanka_13.1.1_3198,1.829592415
DTW_MATRIX,sri lanka_13.1.1_3198,1.833310377
COEFFICIENTS_MATRIX,sri lanka_13.1.1_3198,1.799373244
R_SQUARE_MATRIX,sri lanka_13.1.1_3198,1.787534405
sgd_cap,sri lanka_13.1.1_3198,1.767664184
PEARSON_CORR_MATRIX,sri lanka_13.1.1_3396,3.709959881
T_TEST_MATRIX,sri lanka_13.1.1_3396,3.672711328
GRANGER_CAUSALITY_MATRIX,sri lanka_13.1.1_3396,3.811291017
DTW_MATRIX,sri lanka_13.1.1_3396,3.738441255
COEFFICIENTS_MATRIX,sri lanka_13.1.1_3396,3.78652821
sgd_cap,sri lanka_13.1.1_3396,3.719385679
R_SQUARE_MATRIX,sri lanka_13.1.1_3399,3.712574104
PEARSON_CORR_MATRIX,sri lanka_13.1.1_3399,3.765679031
T_TEST_MATRIX,sri lanka_13.1.1_3399,3.712411849
GRANGER_CAUSALITY_MATRIX,sri lanka_13.1.1_3399,3.714168858
DTW_MATRIX,sri lanka_13.1.1_3399,3.724567074
sgd_cap,sri lanka_13.1.1_3399,3.789003177
DTW_MATRIX,sri lanka_14.5.1_2800,0.64728962
COEFFICIENTS_MATRIX,sri lanka_14.5.1_2800,0.615597296
R_SQUARE_MATRIX,sri lanka_14.5.1_2800,0.412398477
PEARSON_CORR_MATRIX,sri lanka_14.5.1_2800,0.552375546
T_TEST_MATRIX,sri lanka_14.5.1_2800,0.563920807
sgd_cap,sri lanka_14.5.1_2800,0.561615902
GRANGER_CAUSALITY_MATRIX,sri lanka_14.1.1_2795,1.339270628
DTW_MATRIX,sri lanka_14.1.1_2795,1.377295435
COEFFICIENTS_MATRIX,sri lanka_14.1.1_2795,1.30376152
R_SQUARE_MATRIX,sri lanka_14.1.1_2795,1.438985128
PEARSON_CORR_MATRIX,sri lanka_14.1.1_2795,1.246066055
sgd_cap,sri lanka_14.1.1_2795,1.361623866
T_TEST_MATRIX,sri lanka_15.1.1_2808,0.187639206
